Asker Id	Answerer Id	Post_link
10798906	5771269	https://stackoverflow.com/questions/58775137/how-can-i-create-a-stacked-bar-chart-in-matplotlib-where-the-stacks-vary-from-ba
10798906	116	https://stackoverflow.com/questions/58775137/how-can-i-create-a-stacked-bar-chart-in-matplotlib-where-the-stacks-vary-from-ba
10765606	12344059	https://stackoverflow.com/questions/58750983/convert-rhino-mesh-to-buffergeometry-json
10765606	8341461	https://stackoverflow.com/questions/58750983/convert-rhino-mesh-to-buffergeometry-json
10150665	11530809	https://stackoverflow.com/questions/58760806/why-loss-curve-perform-well-for-a-long-time-but-sudenly-have-strikes-near-the-en
10150665	4504639	https://stackoverflow.com/questions/58760806/why-loss-curve-perform-well-for-a-long-time-but-sudenly-have-strikes-near-the-en
12345014	4238408	https://stackoverflow.com/questions/58773059/problem-with-alarm-code-need-user-input-and-timer-in-background-timer-works-b
12344384	12339133	https://stackoverflow.com/questions/58771209/how-to-extract-several-data-contained-in-a-text
2375119	2750819	https://stackoverflow.com/questions/39087544/detecting-when-code-is-run-on-travis-ci
130288	7348030	https://stackoverflow.com/questions/58775108/whats-concise-idiomatic-way-to-get-row-wise-equality-of-2d-arrays-in-numpy
5408702	6552776	https://stackoverflow.com/questions/58775011/pytorch-module-not-found
5408702	901925	https://stackoverflow.com/questions/58775011/pytorch-module-not-found
5408702	10104112	https://stackoverflow.com/questions/58775011/pytorch-module-not-found
12345752	11938023	https://stackoverflow.com/questions/58775106/how-to-check-if-a-radiobutton-was-checked-from-another-class
12345752	3566606	https://stackoverflow.com/questions/58775106/how-to-check-if-a-radiobutton-was-checked-from-another-class
12344381	7095217	https://stackoverflow.com/questions/58775094/2d-bin-x-y-and-calculate-mean-of-values-c-of-10-deepest-data-points-z
12344381	5487108	https://stackoverflow.com/questions/58775094/2d-bin-x-y-and-calculate-mean-of-values-c-of-10-deepest-data-points-z
4133301	5771269	https://stackoverflow.com/questions/58585019/understanding-gradient-policy-deriving
4133301	3019689	https://stackoverflow.com/questions/58585019/understanding-gradient-policy-deriving
3734568	10987432	https://stackoverflow.com/questions/48643188/update-categories-in-emails-using-python
3734568	11752904	https://stackoverflow.com/questions/48643188/update-categories-in-emails-using-python
7261236	1092820	https://stackoverflow.com/questions/58741434/filter-one-data-frame-based-on-other-data-frame-in-pandas
7261236	5086255	https://stackoverflow.com/questions/58741434/filter-one-data-frame-based-on-other-data-frame-in-pandas
55281	7389264	https://stackoverflow.com/questions/3285193/how-to-change-backends-in-matplotlib-python
10686839	1388292	https://stackoverflow.com/questions/58774820/dataframe-column-according-max-value-of-many-columns
12333650	12115778	https://stackoverflow.com/questions/58770368/how-to-make-collision-in-flappybird
12345687	616616	https://stackoverflow.com/questions/58774970/how-to-compute-efficiently-an-orthogonality-vector-nlp
3715132	9375102	https://stackoverflow.com/questions/36941623/get-list-of-categories-in-specific-outlook-folder-inbox
12345700	7254633	https://stackoverflow.com/questions/58774956/python-cnn-keras-looking-for-more-information
2874447	6560549	https://stackoverflow.com/questions/58749459/restreaming-another-nginx-rtmp-stream
12143300	10777293	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	10393925	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	908316	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	820173	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	4333044	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	2090850	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	1015365	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	422670	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	388370	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	12008	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	38403	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	21886	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
12143300	185104	https://stackoverflow.com/questions/58773702/rock-paper-scissors-game-using-turtle-graphics-keys-not-working
3333354	11651556	https://stackoverflow.com/questions/54232611/unexpected-type-error-using-numpy-save-and-savez
3333354	7692859	https://stackoverflow.com/questions/54232611/unexpected-type-error-using-numpy-save-and-savez
10267497	9375102	https://stackoverflow.com/questions/58754860/cmd-opens-window-store-when-i-type-python
12172539	10885684	https://stackoverflow.com/questions/58774848/how-to-create-aggregate-columns-with-conditions-in-python
802191	11639533	https://stackoverflow.com/questions/58756646/pandas-dataframe-has-column-title-yet-doesnt-find-the-applied-filter
12210401	12339133	https://stackoverflow.com/questions/58366143/how-to-iterate-this-n-dimensional-array
12210401	11634290	https://stackoverflow.com/questions/58366143/how-to-iterate-this-n-dimensional-array
12210401	2346961	https://stackoverflow.com/questions/58366143/how-to-iterate-this-n-dimensional-array
12210401	7212686	https://stackoverflow.com/questions/58366143/how-to-iterate-this-n-dimensional-array
3566606	8300135	https://stackoverflow.com/questions/58774794/how-to-tackle-syntaxerror-in-python
12345708	2548596	https://stackoverflow.com/questions/58774878/creating-a-graph-of-a-scatterplot-from-a-tuple-of-tuples
7095217	5858851	https://stackoverflow.com/questions/58755365/django-model-form-field-language-is-not-changing
7095217	5828883	https://stackoverflow.com/questions/58755365/django-model-form-field-language-is-not-changing
7095217	1440565	https://stackoverflow.com/questions/58755365/django-model-form-field-language-is-not-changing
12231842	2654002	https://stackoverflow.com/questions/58774849/using-adobe-readers-export-as-text-function-in-python
12345451	7254633	https://stackoverflow.com/questions/58774850/python-incorrect-reader
9475885	12197595	https://stackoverflow.com/questions/58774363/how-to-thread-two-functions-where-one-output-effect-the-others-actions
5222	3106565	https://stackoverflow.com/questions/58674403/can-mypy-generics-express-passing-the-return-sequence-type-as-an-argument
5222	1491895	https://stackoverflow.com/questions/58674403/can-mypy-generics-express-passing-the-return-sequence-type-as-an-argument
9879394	5909839	https://stackoverflow.com/questions/58774706/how-should-i-cover-the-grade-function
11225821	12242051	https://stackoverflow.com/questions/58636218/postgres-get-the-different-objects-from-different-group-in-the-same-model
4509631	3600709	https://stackoverflow.com/questions/58774700/running-eval-in-the-context-of-an-interactiveinterpreter
4509631	1092820	https://stackoverflow.com/questions/58774700/running-eval-in-the-context-of-an-interactiveinterpreter
6451772	7901720	https://stackoverflow.com/questions/58771562/split-strings-into-a-huge-amount-of-columns-in-dask
6451772	10885684	https://stackoverflow.com/questions/58771562/split-strings-into-a-huge-amount-of-columns-in-dask
6451772	12345425	https://stackoverflow.com/questions/58771562/split-strings-into-a-huge-amount-of-columns-in-dask
6451772	10515117	https://stackoverflow.com/questions/58771562/split-strings-into-a-huge-amount-of-columns-in-dask
51197	2049312	https://stackoverflow.com/questions/58774691/pythonl-print-an-xml-element-as-xml-text
10963057	901925	https://stackoverflow.com/questions/58773971/python-count-occurrences-above-in-lambda-function
11805535	3322400	https://stackoverflow.com/questions/58772949/only-able-to-paste-string-values-to-a-flask-wtf-forms-field
208238	10524548	https://stackoverflow.com/questions/1711756/python-indentation-error-unindent-does-not-match-any-outer-indentation-level
208238	2901002	https://stackoverflow.com/questions/1711756/python-indentation-error-unindent-does-not-match-any-outer-indentation-level
208238	10201580	https://stackoverflow.com/questions/1711756/python-indentation-error-unindent-does-not-match-any-outer-indentation-level
12345387	1988232	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	7229979	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	4674445	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	176922	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	3931936	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	728286	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	4192269	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	548792	https://stackoverflow.com/questions/58774014/some-python-related-problems
12345387	449449	https://stackoverflow.com/questions/58774014/some-python-related-problems
12343784	6332373	https://stackoverflow.com/questions/58774145/import-multiple-excel-files-and-merge-into-single-pandas-df-with-source-name-as
12343784	858565	https://stackoverflow.com/questions/58774145/import-multiple-excel-files-and-merge-into-single-pandas-df-with-source-name-as
11041613	1816644	https://stackoverflow.com/questions/58774663/getting-current-branch-name-using-dulwich
11041613	5840062	https://stackoverflow.com/questions/58774663/getting-current-branch-name-using-dulwich
12320544	7629797	https://stackoverflow.com/questions/58774250/webscraping-bs4-cannot-figure-out-how-to-get-a-result
6830209	12046409	https://stackoverflow.com/questions/58773920/i-removed-my-database-while-running-sudo-apt-autoremove-python
5228874	7326738	https://stackoverflow.com/questions/58774062/find-substrings-matching-a-pattern-allowing-overlaps
5228874	2422450	https://stackoverflow.com/questions/58774062/find-substrings-matching-a-pattern-allowing-overlaps
5228874	10967204	https://stackoverflow.com/questions/58774062/find-substrings-matching-a-pattern-allowing-overlaps
4663244	8324480	https://stackoverflow.com/questions/58735256/set-pythonpath-for-local-jupyter-notebook-in-vs-code
4663244	5173426	https://stackoverflow.com/questions/58735256/set-pythonpath-for-local-jupyter-notebook-in-vs-code
4663244	10392256	https://stackoverflow.com/questions/58735256/set-pythonpath-for-local-jupyter-notebook-in-vs-code
4663244	7177029	https://stackoverflow.com/questions/58735256/set-pythonpath-for-local-jupyter-notebook-in-vs-code
4663244	532312	https://stackoverflow.com/questions/58735256/set-pythonpath-for-local-jupyter-notebook-in-vs-code
12345575	12224335	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	6914441	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	10359850	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	9979257	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	10682169	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	301877	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	7064294	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	250798	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	82322	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
12345575	118364	https://stackoverflow.com/questions/58774550/is-there-a-way-to-choose-variable-by-some-chain-of-letters
1790338	11343115	https://stackoverflow.com/questions/58774424/if-i-want-to-multithread-urllib-and-then-multithread-running-regular-expressions
133374	12345332	https://stackoverflow.com/questions/58774526/tensorflow-custom-c-op-with-resource-handle
12273990	11356586	https://stackoverflow.com/questions/58756131/stop-for-loop-of-generator-in-second-to-the-last-iteration
12273990	6405346	https://stackoverflow.com/questions/58756131/stop-for-loop-of-generator-in-second-to-the-last-iteration
12273990	9161389	https://stackoverflow.com/questions/58756131/stop-for-loop-of-generator-in-second-to-the-last-iteration
5721803	3809375	https://stackoverflow.com/questions/58774510/strategy-for-removing-english-crap-words-from-string-nlp-such-as-um-uh
5721803	674039	https://stackoverflow.com/questions/58774510/strategy-for-removing-english-crap-words-from-string-nlp-such-as-um-uh
5721803	4042267	https://stackoverflow.com/questions/58774510/strategy-for-removing-english-crap-words-from-string-nlp-such-as-um-uh
12257987	996205	https://stackoverflow.com/questions/58774203/comparing-raw-input-to-an-specific-element-in-an-array-using-python
12257987	1330293	https://stackoverflow.com/questions/58774203/comparing-raw-input-to-an-specific-element-in-an-array-using-python
12257987	4076764	https://stackoverflow.com/questions/58774203/comparing-raw-input-to-an-specific-element-in-an-array-using-python
9813733	3416272	https://stackoverflow.com/questions/58774146/k-eval-giving-out-of-memory-error-in-keras
9813733	360826	https://stackoverflow.com/questions/58774146/k-eval-giving-out-of-memory-error-in-keras
12283168	8591431	https://stackoverflow.com/questions/58774029/differences-between-re-match-re-search-re-fullmatch
4764604	5320906	https://stackoverflow.com/questions/58774023/selenium-cant-find-element-by-class-name
2049312	906693	https://stackoverflow.com/questions/58768173/how-to-wrap-code-in-cells-on-jupyterlab-version-1-1-4
2049312	7804910	https://stackoverflow.com/questions/58768173/how-to-wrap-code-in-cells-on-jupyterlab-version-1-1-4
104239	10795935	https://stackoverflow.com/questions/58759650/numpy-advanced-indexing-bool-vs-int-indexerror-too-many-indices-for-array
104239	4268390	https://stackoverflow.com/questions/58759650/numpy-advanced-indexing-bool-vs-int-indexerror-too-many-indices-for-array
104239	7574575	https://stackoverflow.com/questions/58759650/numpy-advanced-indexing-bool-vs-int-indexerror-too-many-indices-for-array
104239	10147399	https://stackoverflow.com/questions/58759650/numpy-advanced-indexing-bool-vs-int-indexerror-too-many-indices-for-array
104239	1090302	https://stackoverflow.com/questions/58759650/numpy-advanced-indexing-bool-vs-int-indexerror-too-many-indices-for-array
1058858	2742418	https://stackoverflow.com/questions/58774465/mixin-method-super-call-generates-a-unresolved-attribute-reference-in-pycharm
12332712	355230	https://stackoverflow.com/questions/58754716/i-am-trying-to-turn-a-string-into-an-integer-in-python-but-it-wont-let-me
12332712	12285344	https://stackoverflow.com/questions/58754716/i-am-trying-to-turn-a-string-into-an-integer-in-python-but-it-wont-let-me
12332712	948122	https://stackoverflow.com/questions/58754716/i-am-trying-to-turn-a-string-into-an-integer-in-python-but-it-wont-let-me
10687230	9510729	https://stackoverflow.com/questions/55525371/how-to-check-if-a-certain-date-is-present-in-a-dictionary-and-if-not-return-the
1714156	2308683	https://stackoverflow.com/questions/48151386/idiomatically-gather-results-from-a-dict-of-futures
1714156	10515117	https://stackoverflow.com/questions/48151386/idiomatically-gather-results-from-a-dict-of-futures
1714156	12333471	https://stackoverflow.com/questions/48151386/idiomatically-gather-results-from-a-dict-of-futures
1714156	11651556	https://stackoverflow.com/questions/48151386/idiomatically-gather-results-from-a-dict-of-futures
12032370	1427416	https://stackoverflow.com/questions/58774396/is-multi-threading-cause-to-utilize-more-cpu-in-python
12032370	4279	https://stackoverflow.com/questions/58774396/is-multi-threading-cause-to-utilize-more-cpu-in-python
12032370	240443	https://stackoverflow.com/questions/58774396/is-multi-threading-cause-to-utilize-more-cpu-in-python
8857999	1485311	https://stackoverflow.com/questions/55627813/cartesian-product-of-a-dictionary-of-lists-as-items
3705609	3987854	https://stackoverflow.com/questions/55630851/python-match-elements-from-list
3705609	5253063	https://stackoverflow.com/questions/55630851/python-match-elements-from-list
257583	3663533	https://stackoverflow.com/questions/3739909/how-to-strip-all-whitespace-from-string
4790871	7153928	https://stackoverflow.com/questions/58720720/can-i-use-asyncio-to-read-from-and-write-to-a-multiprocessing-pipe
10495776	10691504	https://stackoverflow.com/questions/58774416/how-to-bind-enter-key-to-a-function-using-turtle
10495776	6087307	https://stackoverflow.com/questions/58774416/how-to-bind-enter-key-to-a-function-using-turtle
10495776	5447280	https://stackoverflow.com/questions/58774416/how-to-bind-enter-key-to-a-function-using-turtle
12345332	7598378	https://stackoverflow.com/questions/58773893/python2-porting-to-python3-configparser-exceptions-attributeerror-on-missings
12345332	7598378	https://stackoverflow.com/questions/58773893/python2-porting-to-python3-configparser-exceptions-attributeerror-on-missings
8870483	12343672	https://stackoverflow.com/questions/58774407/django-cannot-find-and-load-wsgi-module-with-gunicorn
1325279	105518	https://stackoverflow.com/questions/26131607/matplotlib-get-ylim-values
12092724	9952503	https://stackoverflow.com/questions/58773858/dataframe-object-has-no-attribute
2675061	6451573	https://stackoverflow.com/questions/58774325/create-new-array-from-json-in-python
11392048	10515117	https://stackoverflow.com/questions/55785959/python-maya-export-animation-values-script
11631338	2383070	https://stackoverflow.com/questions/58720418/using-a-condition-inside-a-dict-comprehension-script-problem
11631338	9874393	https://stackoverflow.com/questions/58720418/using-a-condition-inside-a-dict-comprehension-script-problem
513904	9053588	https://stackoverflow.com/questions/58774374/using-user-interpolants-in-pandas
12345446	1250772	https://stackoverflow.com/questions/58774140/how-to-find-even-numbers-in-a-string-in-python
674039	7688996	https://stackoverflow.com/questions/13833566/python-argparse-choices-from-an-infinite-set
12309514	10403584	https://stackoverflow.com/questions/58774336/how-to-understand-the-following-crontab-i-know-the-structure-but-cant-find-pro
12309514	7656369	https://stackoverflow.com/questions/58774336/how-to-understand-the-following-crontab-i-know-the-structure-but-cant-find-pro
12309514	684650	https://stackoverflow.com/questions/58774336/how-to-understand-the-following-crontab-i-know-the-structure-but-cant-find-pro
12309514	6284581	https://stackoverflow.com/questions/58774336/how-to-understand-the-following-crontab-i-know-the-structure-but-cant-find-pro
12309514	2185004	https://stackoverflow.com/questions/58774336/how-to-understand-the-following-crontab-i-know-the-structure-but-cant-find-pro
12309514	938949	https://stackoverflow.com/questions/58774336/how-to-understand-the-following-crontab-i-know-the-structure-but-cant-find-pro
12309514	2681088	https://stackoverflow.com/questions/58774336/how-to-understand-the-following-crontab-i-know-the-structure-but-cant-find-pro
12345348	3293881	https://stackoverflow.com/questions/58774309/how-can-i-interact-with-a-raspberry-pis-running-program-from-an-android-phone
12345348	8973620	https://stackoverflow.com/questions/58774309/how-can-i-interact-with-a-raspberry-pis-running-program-from-an-android-phone
12345348	4238408	https://stackoverflow.com/questions/58774309/how-can-i-interact-with-a-raspberry-pis-running-program-from-an-android-phone
10160787	4447761	https://stackoverflow.com/questions/58682789/specific-number-of-input-elements-in-a-list
10160787	6463137	https://stackoverflow.com/questions/58682789/specific-number-of-input-elements-in-a-list
10160787	5695374	https://stackoverflow.com/questions/58682789/specific-number-of-input-elements-in-a-list
10160787	588855	https://stackoverflow.com/questions/58682789/specific-number-of-input-elements-in-a-list
12167715	1491895	https://stackoverflow.com/questions/58774154/what-is-a-better-option-than-manually-index-in-python
313245	3534080	https://stackoverflow.com/questions/2775095/using-mysql-in-pydev-eclipse
12308322	11884237	https://stackoverflow.com/questions/58772021/how-to-delay-a-part-of-a-function-when-widgets-are-involved
8529269	2774368	https://stackoverflow.com/questions/58774249/python-how-to-extend-folium-functionality-such-as-measuring-distance-by-using
8529269	4391401	https://stackoverflow.com/questions/58774249/python-how-to-extend-folium-functionality-such-as-measuring-distance-by-using
12247886	2543601	https://stackoverflow.com/questions/58483699/probability-distribution-leads-to-the-process-finished-with-exit-code-137-inte
10203620	2076347	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
10203620	624066	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
10203620	89391	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
10203620	9272126	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
10203620	3785561	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
10203620	230561	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
10203620	642148	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
10203620	267887	https://stackoverflow.com/questions/58759930/question-on-matplotlib-bar-plot-with-a-pandas-dataframe
3943868	885028	https://stackoverflow.com/questions/58774004/what-does-the-star-symbol-mean-in-this-formatting
