Tags	Asker Reputation	Asker Id	User type	Profile Image	Asker Name	Link to Asker	Is Answered	View Count	Answer Count	Score	last_activity_date	creation_date	last_edit_date	Question Id	link	Title	Answerer reputation	Answerer Id	Answerer user_type	Answerer accept rate	Answerer profile_image	Answerer Name	Answerer link	Is Accepted	Answerer score	last_activity_date	last_edit_date	creation_date	Answer_id	Question_id
['python', 'type-hinting', 'mypy', 'python-typing']	10234	2291710	registered	https://www.gravatar.com/avatar/0232aab5638a75f2286dccc43ecf4df3?s=128&d=identicon&r=PG&f=1	Delgan	https://stackoverflow.com/users/2291710/delgan	False	15	1	0	1573260170	1573253681	N/A	58774719	https://stackoverflow.com/questions/58774719/how-to-import-types-defined-in-a-python-stub-file	How to import types defined in a Python stub file?	187	8430733	registered	N/A	https://www.gravatar.com/avatar/761155e72891f6426c1bd63e5edf6995?s=128&d=identicon&r=PG&f=1	Raphael	https://stackoverflow.com/users/8430733/raphael	False	0	1573248557	N/A	1573248557	58774011	58773813
['python', 'import', 'module']	6	12322855	registered	https://www.gravatar.com/avatar/6ec5da0b617f511e50359cf7bd3d3295?s=128&d=identicon&r=PG&f=1	Ratchet	https://stackoverflow.com/users/12322855/ratchet	False	14	1	0	1573260002	1573255003	N/A	58774862	https://stackoverflow.com/questions/58774862/python-doesnt-find-module	Python doesn&#39;t find module	575	9477338	registered	N/A	https://i.stack.imgur.com/n1s0o.png?s=128&g=1	Natthaphon Hongcharoen	https://stackoverflow.com/users/9477338/natthaphon-hongcharoen	False	0	1573230705	N/A	1573230705	58770481	58770164
['python']	1	4936236	registered	https://www.gravatar.com/avatar/e0de00c331bd29d3bd5832b14a4f8078?s=128&d=identicon&r=PG&f=1	Harsh Aswath	https://stackoverflow.com/users/4936236/harsh-aswath	False	11	0	0	1573259932	1573259932	N/A	58775378	https://stackoverflow.com/questions/58775378/difference-in-size-of-a-file-and-its-contents	Difference in size of a file and it&#39;s contents	70478	1405065	registered	N/A	https://www.gravatar.com/avatar/e5c422b239ab1f49d3f4fcff9e5df3cf?s=128&d=identicon&r=PG	Blckknght	https://stackoverflow.com/users/1405065/blckknght	False	0	1573258346	N/A	1573258346	58775213	58774693
['python', 'typing', 'mypy']	1731	3346095	registered	https://www.gravatar.com/avatar/1e61a9cdad491274a80239dcc5a1643b?s=128&d=identicon&r=PG&f=1	Hatshepsut	https://stackoverflow.com/users/3346095/hatshepsut	True	31	1	1	1573259918	1573156012	N/A	58755948	https://stackoverflow.com/questions/58755948/what-is-the-difference-between-typevar-and-newtype	What is the difference between TypeVar and NewType?	8	1713868	registered	N/A	https://www.gravatar.com/avatar/40bb37cde538307a295210e05dbfcac9?s=128&d=identicon&r=PG	kssmyw	https://stackoverflow.com/users/1713868/kssmyw	False	0	1573258149	N/A	1573258149	58775195	58744500
['python', 'python-3.x', 'datetime', 'time', 'pytz']	512	3080600	registered	https://i.stack.imgur.com/15SV5.jpg?s=128&g=1	Matt	https://stackoverflow.com/users/3080600/matt	False	18	1	0	1573259871	1573254614	N/A	58774833	https://stackoverflow.com/questions/58774833/python-check-using-utc-timestamp-if-it-is-dst-in-another-timezone	Python - Check using UTC timestamp if it is DST in another timezone	41	11891566	registered	N/A	https://www.gravatar.com/avatar/f83fc82c51b401c421adab82fd6bc39b?s=128&d=identicon&r=PG&f=1	KmcASI	https://stackoverflow.com/users/11891566/kmcasi	False	0	1573258109	N/A	1573258109	58775189	58772787
['python']	43	11891566	registered	https://www.gravatar.com/avatar/f83fc82c51b401c421adab82fd6bc39b?s=128&d=identicon&r=PG&f=1	KmcASI	https://stackoverflow.com/users/11891566/kmcasi	True	33	1	0	1573259859	1573255996	1573256520	58774974	https://stackoverflow.com/questions/58774974/how-to-print-ascii-white-space-from-file	How to print ASCII white space from file	1294	858675	registered	N/A	https://www.gravatar.com/avatar/c51db176e8886a2afbc18edd2233c18b?s=128&d=identicon&r=PG	gelonida	https://stackoverflow.com/users/858675/gelonida	True	1	1573258076	1573258076	1573256099	58774985	58774957
['python']	43	11891566	registered	https://www.gravatar.com/avatar/f83fc82c51b401c421adab82fd6bc39b?s=128&d=identicon&r=PG&f=1	KmcASI	https://stackoverflow.com/users/11891566/kmcasi	True	33	1	0	1573259859	1573255996	1573256520	58774974	https://stackoverflow.com/questions/58774974/how-to-print-ascii-white-space-from-file	How to print ASCII white space from file	187	8430733	registered	N/A	https://www.gravatar.com/avatar/761155e72891f6426c1bd63e5edf6995?s=128&d=identicon&r=PG&f=1	Raphael	https://stackoverflow.com/users/8430733/raphael	False	1	1573257196	1573257196	1573256890	58775074	58774957
['python']	43	11891566	registered	https://www.gravatar.com/avatar/f83fc82c51b401c421adab82fd6bc39b?s=128&d=identicon&r=PG&f=1	KmcASI	https://stackoverflow.com/users/11891566/kmcasi	True	33	1	0	1573259859	1573255996	1573256520	58774974	https://stackoverflow.com/questions/58774974/how-to-print-ascii-white-space-from-file	How to print ASCII white space from file	162	4602882	registered	N/A	https://www.gravatar.com/avatar/d8177fd93ec182251dd8d03315b1a8c1?s=128&d=identicon&r=PG&f=1	Reza Keshavarz	https://stackoverflow.com/users/4602882/reza-keshavarz	False	2	1573256583	N/A	1573256583	58775042	58774957
['python', 'python-3.x']	40	12098223	registered	https://www.gravatar.com/avatar/68e3b84f27b10f085c0c5b2bc20eb7c7?s=128&d=identicon&r=PG&f=1	shadowrain	https://stackoverflow.com/users/12098223/shadowrain	False	7	0	0	1573259741	1573259741	N/A	58775359	https://stackoverflow.com/questions/58775359/merge-tables-from-different-sources	merge tables from different sources	188365	674039	registered	94	https://i.stack.imgur.com/leoFi.gif?s=128&g=1	wim	https://stackoverflow.com/users/674039/wim	True	0	1573257904	1573257904	1573256347	58775012	21099057
['python', 'python-3.x']	40	12098223	registered	https://www.gravatar.com/avatar/68e3b84f27b10f085c0c5b2bc20eb7c7?s=128&d=identicon&r=PG&f=1	shadowrain	https://stackoverflow.com/users/12098223/shadowrain	False	7	0	0	1573259741	1573259741	N/A	58775359	https://stackoverflow.com/questions/58775359/merge-tables-from-different-sources	merge tables from different sources	2093	2190251	registered	100	https://www.gravatar.com/avatar/9318640992144436a6b04d07eb947933?s=128&d=identicon&r=PG	blueCat	https://stackoverflow.com/users/2190251/bluecat	False	2	1550134042	N/A	1550134042	54686334	21099057
['python', 'python-3.x']	40	12098223	registered	https://www.gravatar.com/avatar/68e3b84f27b10f085c0c5b2bc20eb7c7?s=128&d=identicon&r=PG&f=1	shadowrain	https://stackoverflow.com/users/12098223/shadowrain	False	7	0	0	1573259741	1573259741	N/A	58775359	https://stackoverflow.com/questions/58775359/merge-tables-from-different-sources	merge tables from different sources	3193	908269	registered	N/A	https://www.gravatar.com/avatar/9f6ebccc64b7e4cc08d5b552a2e1ad7b?s=128&d=identicon&r=PG	Wolf	https://stackoverflow.com/users/908269/wolf	False	3	1512917337	1512917337	1389639855	21099267	21099057
['python', 'python-3.x']	40	12098223	registered	https://www.gravatar.com/avatar/68e3b84f27b10f085c0c5b2bc20eb7c7?s=128&d=identicon&r=PG&f=1	shadowrain	https://stackoverflow.com/users/12098223/shadowrain	False	7	0	0	1573259741	1573259741	N/A	58775359	https://stackoverflow.com/questions/58775359/merge-tables-from-different-sources	merge tables from different sources	1284	1707152	registered	80	https://www.gravatar.com/avatar/c2b713e1768bad21524727c4e3accbe4?s=128&d=identicon&r=PG	KFunk	https://stackoverflow.com/users/1707152/kfunk	False	15	1464593761	N/A	1464593761	37520079	21099057
['python', 'python-3.x']	40	12098223	registered	https://www.gravatar.com/avatar/68e3b84f27b10f085c0c5b2bc20eb7c7?s=128&d=identicon&r=PG&f=1	shadowrain	https://stackoverflow.com/users/12098223/shadowrain	False	7	0	0	1573259741	1573259741	N/A	58775359	https://stackoverflow.com/questions/58775359/merge-tables-from-different-sources	merge tables from different sources	1311	187377	registered	N/A	https://www.gravatar.com/avatar/e4284e2dd99ecb76a9d430eb143add9a?s=128&d=identicon&r=PG	Sam Hartsfield	https://stackoverflow.com/users/187377/sam-hartsfield	False	13	1389743165	1389743165	1389651320	21102447	21099057
['python']	1	12344423	registered	https://www.gravatar.com/avatar/c50b5268d4112b17a06c30ac9739510a?s=128&d=identicon&r=PG&f=1	RahulGupta51179	https://stackoverflow.com/users/12344423/rahulgupta51179	False	14	0	0	1573259580	1573232772	1573259580	58770972	https://stackoverflow.com/questions/58770972/mysqldb-problem-error-thrown-mysqldb-module-not-found	MySQLdb problem:: error thrown MySQLdb module not found	592	11547576	registered	N/A	https://i.stack.imgur.com/8YD74.jpg?s=128&g=1	neutrino_logic	https://stackoverflow.com/users/11547576/neutrino-logic	False	0	1573257833	1573257833	1573256893	58775075	58774505
['python']	1	12344423	registered	https://www.gravatar.com/avatar/c50b5268d4112b17a06c30ac9739510a?s=128&d=identicon&r=PG&f=1	RahulGupta51179	https://stackoverflow.com/users/12344423/rahulgupta51179	False	14	0	0	1573259580	1573232772	1573259580	58770972	https://stackoverflow.com/questions/58770972/mysqldb-problem-error-thrown-mysqldb-module-not-found	MySQLdb problem:: error thrown MySQLdb module not found	1254	3286487	registered	77	https://i.stack.imgur.com/p8iVP.jpg?s=128&g=1	y.luis	https://stackoverflow.com/users/3286487/y-luis	False	0	1573253588	N/A	1573253588	58774711	58774505
['python']	1	12344423	registered	https://www.gravatar.com/avatar/c50b5268d4112b17a06c30ac9739510a?s=128&d=identicon&r=PG&f=1	RahulGupta51179	https://stackoverflow.com/users/12344423/rahulgupta51179	False	14	0	0	1573259580	1573232772	1573259580	58770972	https://stackoverflow.com/questions/58770972/mysqldb-problem-error-thrown-mysqldb-module-not-found	MySQLdb problem:: error thrown MySQLdb module not found	96	11639533	registered	N/A	https://lh3.googleusercontent.com/-Q0wHvIwXif8/AAAAAAAAAAI/AAAAAAAARuU/G8jY9kkwM-A/photo.jpg?sz=128	Michael Noguera	https://stackoverflow.com/users/11639533/michael-noguera	False	0	1573253393	N/A	1573253393	58774690	58774505
['python']	1	12345850	registered	https://www.gravatar.com/avatar/173421f705a16f4a41a804b52ee71d2a?s=128&d=identicon&r=PG&f=1	swagstar1234567	https://stackoverflow.com/users/12345850/swagstar1234567	False	11	0	-1	1573259575	1573259575	N/A	58775343	https://stackoverflow.com/questions/58775343/python-type-question-integer-in-a-list-to-seperate-index	python type question: Integer in a list to seperate index	105481	235698	registered	N/A	https://i.stack.imgur.com/KjvlE.png?s=128&g=1	Mark Tolonen	https://stackoverflow.com/users/235698/mark-tolonen	False	0	1573257819	N/A	1573257819	58775164	58774651
['python', 'windows', 'powershell', 'subprocess', 'resolve']	1	10376393	registered	https://graph.facebook.com/2101629629847443/picture?type=large	Kman	https://stackoverflow.com/users/10376393/kman	False	7	0	0	1573259472	1573258996	1573259472	58775286	https://stackoverflow.com/questions/58775286/python-subprocess-call-and-resolve-dnsname-not-working-on-windows	python subprocess.call([&quot; &quot;]) and Resolve-DnsName not working on windows?	77650	355230	registered	88	https://i.stack.imgur.com/VjcbL.jpg?s=128&g=1	martineau	https://stackoverflow.com/users/355230/martineau	False	1	1573257756	1573257756	1573249732	58774182	58773841
['python', 'list', 'sorting', 'optimization', 'permutation']	9	12001686	registered	https://i.stack.imgur.com/L7suE.png?s=128&g=1	Clifton	https://stackoverflow.com/users/12001686/clifton	False	27	1	0	1573259435	1573244447	N/A	58773283	https://stackoverflow.com/questions/58773283/reordering-a-list-to-meet-conditions	Reordering a list to meet conditions	41	11891566	registered	N/A	https://www.gravatar.com/avatar/f83fc82c51b401c421adab82fd6bc39b?s=128&d=identicon&r=PG&f=1	KmcASI	https://stackoverflow.com/users/11891566/kmcasi	False	0	1573257556	N/A	1573257556	58775136	58773515
['python', 'linux', 'python-2.7', 'flask']	4	9619640	registered	https://www.gravatar.com/avatar/553cf7a578036b6fbc7729f5dfa74831?s=128&d=identicon&r=PG&f=1	user9619640	https://stackoverflow.com/users/9619640/user9619640	False	14	0	-1	1573259345	1573235197	1573259345	58771484	https://stackoverflow.com/questions/58771484/how-to-build-a-flask-app-in-aws-ami-linux-with-pyhton2	How to build a flask app in aws ami linux with pyhton2	1	12345770	registered	N/A	https://lh3.googleusercontent.com/a-/AAuE7mAcmujbf-QCGayukKwxxWcut23n9VEkXAaa3fFK=k-s128	Meli Harvey	https://stackoverflow.com/users/12345770/meli-harvey	False	0	1573257553	N/A	1573257553	58775135	58750983
['python']	11	12345773	registered	https://www.gravatar.com/avatar/de2b6f608931d1e50d6f62dead79f181?s=128&d=identicon&r=PG&f=1	b0fa	https://stackoverflow.com/users/12345773/b0fa	True	25	4	1	1573259148	1573257441	1573257526	58775125	https://stackoverflow.com/questions/58775125/how-can-i-shuffle-the-contents-of-a-list-and-keep-the-first-item-in-the-same-pos	How can I shuffle the contents of a list and keep the first item in the same position?	1	12345014	registered	N/A	https://lh6.googleusercontent.com/-8tIjoD9ZXYM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdyR7fBFmPLnmT3ErSNagafcoUV4Q/photo.jpg?sz=128	mundaneeffort	https://stackoverflow.com/users/12345014/mundaneeffort	False	0	1573257474	N/A	1573257474	58775129	58773059
['python', 'python-3.x']	1	12254012	registered	https://graph.facebook.com/2540652529496873/picture?type=large	Edgar Tavares	https://stackoverflow.com/users/12254012/edgar-tavares	False	27	1	0	1573259030	1573233748	1573251423	58771201	https://stackoverflow.com/questions/58771201/how-can-i-print-some-texts-with-color-on-python-comand-and-change-the-background	How can I print some texts with color on python comand and change the background too?	14	11751534	registered	N/A	https://lh5.googleusercontent.com/-_HCj9XIN4xI/AAAAAAAAAAI/AAAAAAAAAWw/kT6Z1rkrrzI/photo.jpg?sz=128	MLLearner	https://stackoverflow.com/users/11751534/mllearner	False	0	1573257429	N/A	1573257429	58775123	58775104
['python', 'pyqt', 'pyqt5']	1	12170442	registered	https://www.gravatar.com/avatar/b12d1a65b855db4c95ccf6215550a65c?s=128&d=identicon&r=PG&f=1	Alex	https://stackoverflow.com/users/12170442/alex	False	23	0	0	1573259021	1573248456	1573259021	58773992	https://stackoverflow.com/questions/58773992/shifting-letters-left	Shifting letters left	3224	1718477	registered	N/A	https://i.stack.imgur.com/iisrz.jpg?s=128&g=1	rkersh	https://stackoverflow.com/users/1718477/rkersh	False	5	1573257347	1573257347	1471899126	39088539	39087544
['python', 'pyqt', 'pyqt5']	1	12170442	registered	https://www.gravatar.com/avatar/b12d1a65b855db4c95ccf6215550a65c?s=128&d=identicon&r=PG&f=1	Alex	https://stackoverflow.com/users/12170442/alex	False	23	0	0	1573259021	1573248456	1573259021	58773992	https://stackoverflow.com/questions/58773992/shifting-letters-left	Shifting letters left	13501	1513933	registered	84	https://i.stack.imgur.com/0ozBK.jpg?s=128&g=1	Laurent LAPORTE	https://stackoverflow.com/users/1513933/laurent-laporte	True	15	1471902332	N/A	1471902332	39089212	39087544
['python', 'perl', 'awk', 'command-line']	14	8200892	registered	https://lh4.googleusercontent.com/-LFVAbENwKtQ/AAAAAAAAAAI/AAAAAAAAABk/3HwSI24cHMw/photo.jpg?sz=128	Eric Snyder	https://stackoverflow.com/users/8200892/eric-snyder	False	8	0	-1	1573258896	1573258896	N/A	58775274	https://stackoverflow.com/questions/58775274/can-python-be-used-as-a-command-line-filter-in-the-manner-of-sed-awk-and-even	Can Python be used as a command line filter in the manner of sed, awk and (even) perl?	25810	130288	registered	64	https://www.gravatar.com/avatar/ab7ddf1907847478bc7ad808cd176305?s=128&d=identicon&r=PG	gojomo	https://stackoverflow.com/users/130288/gojomo	False	0	1573257217	N/A	1573257217	58775109	58775108
['python', 'pandas', 'numpy', 'matplotlib']	18	12207261	registered	https://lh3.googleusercontent.com/a-/AAuE7mATNyWI-0Gub_NvLoV7-Cgunz8llLY5TExjL2JzbQ=k-s128	Ellen-Yilun Wang	https://stackoverflow.com/users/12207261/ellen-yilun-wang	False	8	0	0	1573258671	1573258671	N/A	58775254	https://stackoverflow.com/questions/58775254/how-to-order-stacked-bar-chart-in-descending-order	How to order stacked bar chart in descending order?	14	11751534	registered	N/A	https://lh5.googleusercontent.com/-_HCj9XIN4xI/AAAAAAAAAAI/AAAAAAAAAWw/kT6Z1rkrrzI/photo.jpg?sz=128	MLLearner	https://stackoverflow.com/users/11751534/mllearner	False	0	1573257213	N/A	1573257213	58775107	58775011
['python', 'flask']	70	4798004	registered	https://graph.facebook.com/10204407656051253/picture?type=large	Fagner Schuindt Caetano	https://stackoverflow.com/users/4798004/fagner-schuindt-caetano	False	15	0	0	1573258613	1573250427	1573258613	58774284	https://stackoverflow.com/questions/58774284/how-to-write-unit-tests-using-mocks-that-that-test-the-endpoint	How to write unit tests using MOCKS that that test the endpoint	22456	10238	registered	N/A	https://www.gravatar.com/avatar/b8c3b1025babebf20168dd90ea8f268c?s=128&d=identicon&r=PG	jmcnamara	https://stackoverflow.com/users/10238/jmcnamara	False	0	1573257092	N/A	1573257092	58775097	58774422
['python', 'flask']	70	4798004	registered	https://graph.facebook.com/10204407656051253/picture?type=large	Fagner Schuindt Caetano	https://stackoverflow.com/users/4798004/fagner-schuindt-caetano	False	15	0	0	1573258613	1573250427	1573258613	58774284	https://stackoverflow.com/questions/58774284/how-to-write-unit-tests-using-mocks-that-that-test-the-endpoint	How to write unit tests using MOCKS that that test the endpoint	4621	906693	registered	100	https://www.gravatar.com/avatar/ba54c2f46f424128b4ba467eb8d0e138?s=128&d=identicon&r=PG	roadrunner66	https://stackoverflow.com/users/906693/roadrunner66	True	1	1573252577	N/A	1573252577	58774591	58774422
