Asker Id	Answerer Id
12251537	4220424
12251537	2029648
12251537	1242139
12251537	4130524
12251537	1961612
12251537	1000188
12251537	4279
12251537	1941213
12251537	12320
12251537	893
12251537	8776
2554262	12121150
1610626	6501141
1610626	2146138
1610626	8185492
1610626	4081962
1610626	5054685
1610626	1267329
12252872	2482744
733197	12150472
733197	2760299
11932905	953482
12343724	7326738
12343724	8967612
12343724	1863229
2695448	10671203
10829743	9168173
10829743	10311377
12240644	8545455
12240644	5518510
3528955	12233973
7946034	3565744
865004	11884237
865004	4238408
1052985	8895630
10732646	8477066
11958250	9744136
11958250	4395530
11958250	1241791
24953	1698431
24953	907575
24953	1569144
24953	3757
24953	49793
24953	38626
24953	475477
24953	1797327
12121150	83406
12121150	174728
12121150	3620003
12121150	6451573
12121150	1049677
12121150	2979916
12121150	95810
12121150	14028
12121150	20862
2146138	3019689
2146138	9183344
12150472	6640099
12150472	2415028
12150472	6591347
12150472	4909087
10133797	1133157
10133797	10712335
10133797	4836149
10133797	4592059
9168173	6610243
9168173	3379288
9168173	2875563
9168173	975477
11416368	3308055
12344502	3832970
12344502	1078199
12344502	1231450
12343308	11692739
1241791	6672746
1241791	12341260
1241791	11308889
1241791	4321788
1241791	6244155
1241791	8235224
1241791	5917676
1241791	7074913
1241791	5355145
1241791	4254056
1241791	2421264
1241791	7907569
1241791	1852045
1241791	7824754
1241791	7677521
1241791	6729212
1241791	2201037
1241791	6075053
3433751	5671364
197473	4238408
197473	9183344
12131830	467366
12131830	982257
2840134	10189214
2840134	11897007
7512010	9750532
7512010	7492545
7512010	8140215
7512010	3329664
7512010	6231319
7512010	3816024
11249434	1667163
11249434	355230
11249434	208880
11249434	1761366
11249434	450517
11249434	376728
11249434	205270
11249434	20862
10712335	11019743
10712335	11343720
1461210	9459826
1461210	10737300
12329216	12339901
12329216	2212230
12329216	1126841
12329216	2460780
12344590	621690
5193909	2233533
5193909	1094092
5193909	642070
7311252	8043393
7516523	11301900
7516523	8650021
7516523	9477843
4321788	4785185
4321788	953482
10833049	2800058
10833049	5372462
3849781	12344161
3849781	3249655
11483132	9619640
12339047	7024006
2132478	8658257
2132478	12335146
4942661	2851685
4942661	4238408
458320	3282056
458320	4741735
458320	11886141
12034595	9401122
